1
526.0000,59.0000,544.0000,59.0000,544.0000,76.0000,526.0000,76.0000
526.0000,65.0000,543.0000,65.0000,543.0000,82.0000,526.0000,82.0000
523.0000,84.0000,539.0000,84.0000,539.0000,101.0000,523.0000,101.0000
522.0000,93.0000,540.0000,93.0000,540.0000,110.0000,522.0000,110.0000
520.0000,107.0000,536.0000,107.0000,536.0000,123.0000,520.0000,123.0000
517.0000,121.0000,533.0000,121.0000,533.0000,137.0000,517.0000,137.0000
519.0000,129.0000,535.0000,129.0000,535.0000,145.0000,519.0000,145.0000
512.0000,142.0000,527.0000,142.0000,527.0000,158.0000,512.0000,158.0000
511.0000,157.0000,527.0000,157.0000,527.0000,173.0000,511.0000,173.0000
522.0000,168.0000,537.0000,168.0000,537.0000,183.0000,522.0000,183.0000
532.0000,175.0000,547.0000,175.0000,547.0000,190.0000,532.0000,190.0000
539.0000,183.0000,555.0000,183.0000,555.0000,198.0000,539.0000,198.0000
549.0000,190.0000,565.0000,190.0000,565.0000,205.0000,549.0000,205.0000
558.0000,196.0000,574.0000,196.0000,574.0000,212.0000,558.0000,212.0000
565.0000,203.0000,581.0000,203.0000,581.0000,218.0000,565.0000,218.0000
571.0000,200.0000,587.0000,200.0000,587.0000,216.0000,571.0000,216.0000
576.0000,203.0000,593.0000,203.0000,593.0000,220.0000,576.0000,220.0000
570.0000,204.0000,586.0000,204.0000,586.0000,220.0000,570.0000,220.0000
579.0000,206.0000,595.0000,206.0000,595.0000,222.0000,579.0000,222.0000
588.0000,206.0000,604.0000,206.0000,604.0000,221.0000,588.0000,221.0000
590.0000,198.0000,605.0000,198.0000,605.0000,213.0000,590.0000,213.0000
594.0000,194.0000,609.0000,194.0000,609.0000,209.0000,594.0000,209.0000
593.0000,194.0000,609.0000,194.0000,609.0000,210.0000,593.0000,210.0000
592.0000,196.0000,608.0000,196.0000,608.0000,212.0000,592.0000,212.0000
594.0000,198.0000,610.0000,198.0000,610.0000,214.0000,594.0000,214.0000
599.0000,198.0000,615.0000,198.0000,615.0000,214.0000,599.0000,214.0000
599.0000,198.0000,615.0000,198.0000,615.0000,214.0000,599.0000,214.0000
604.0000,192.0000,620.0000,192.0000,620.0000,208.0000,604.0000,208.0000
611.0000,194.0000,627.0000,194.0000,627.0000,210.0000,611.0000,210.0000
613.0000,201.0000,629.0000,201.0000,629.0000,217.0000,613.0000,217.0000
619.0000,196.0000,635.0000,196.0000,635.0000,212.0000,619.0000,212.0000
626.0000,197.0000,643.0000,197.0000,643.0000,214.0000,626.0000,214.0000
637.0000,191.0000,654.0000,191.0000,654.0000,209.0000,637.0000,209.0000
636.0000,194.0000,652.0000,194.0000,652.0000,210.0000,636.0000,210.0000
636.0000,195.0000,652.0000,195.0000,652.0000,212.0000,636.0000,212.0000
640.0000,198.0000,657.0000,198.0000,657.0000,215.0000,640.0000,215.0000
643.0000,209.0000,660.0000,209.0000,660.0000,227.0000,643.0000,227.0000
650.0000,202.0000,667.0000,202.0000,667.0000,219.0000,650.0000,219.0000
648.0000,203.0000,666.0000,203.0000,666.0000,221.0000,648.0000,221.0000
639.0000,201.0000,656.0000,201.0000,656.0000,218.0000,639.0000,218.0000
