1
499.0000,400.0000,40.0000,42.0000
488.0000,391.0000,39.0000,41.0000
500.0000,380.0000,39.0000,41.0000
502.0000,379.0000,38.0000,40.0000
503.0000,368.0000,39.0000,41.0000
504.0000,363.0000,38.0000,40.0000
504.0000,367.0000,38.0000,40.0000
506.0000,362.0000,39.0000,41.0000
507.0000,381.0000,38.0000,40.0000
507.0000,403.0000,37.0000,39.0000
508.0000,410.0000,37.0000,39.0000
512.0000,424.0000,37.0000,38.0000
506.0000,425.0000,35.0000,37.0000
508.0000,403.0000,34.0000,36.0000
509.0000,377.0000,34.0000,36.0000
503.0000,357.0000,35.0000,37.0000
512.0000,337.0000,35.0000,37.0000
513.0000,337.0000,34.0000,36.0000
514.0000,329.0000,34.0000,35.0000
509.0000,308.0000,34.0000,35.0000
507.0000,300.0000,33.0000,35.0000
516.0000,300.0000,34.0000,36.0000
514.0000,298.0000,35.0000,37.0000
519.0000,309.0000,34.0000,36.0000
519.0000,315.0000,34.0000,36.0000
520.0000,324.0000,34.0000,36.0000
516.0000,337.0000,34.0000,36.0000
517.0000,359.0000,35.0000,37.0000
520.0000,378.0000,35.0000,37.0000
520.0000,401.0000,36.0000,38.0000
519.0000,427.0000,37.0000,39.0000
522.0000,436.0000,37.0000,38.0000
515.0000,416.0000,37.0000,38.0000
524.0000,390.0000,35.0000,37.0000
523.0000,379.0000,34.0000,36.0000
528.0000,357.0000,35.0000,37.0000
534.0000,347.0000,35.0000,37.0000
532.0000,333.0000,34.0000,36.0000
534.0000,336.0000,35.0000,37.0000
537.0000,330.0000,35.0000,37.0000
543.0000,334.0000,35.0000,37.0000
544.0000,335.0000,34.0000,36.0000
551.0000,340.0000,35.0000,37.0000
557.0000,348.0000,36.0000,38.0000
553.0000,363.0000,36.0000,38.0000
558.0000,374.0000,37.0000,38.0000
563.0000,397.0000,38.0000,40.0000
558.0000,380.0000,37.0000,39.0000
550.0000,357.0000,36.0000,38.0000
540.0000,333.0000,35.0000,37.0000
536.0000,305.0000,35.0000,37.0000
526.0000,290.0000,37.0000,38.0000
522.0000,270.0000,37.0000,39.0000
514.0000,261.0000,37.0000,39.0000
509.0000,249.0000,37.0000,39.0000
497.0000,240.0000,37.0000,38.0000
493.0000,243.0000,36.0000,38.0000
485.0000,241.0000,37.0000,39.0000
479.0000,244.0000,38.0000,40.0000
470.0000,248.0000,38.0000,40.0000
460.0000,257.0000,38.0000,40.0000
453.0000,273.0000,39.0000,41.0000
443.0000,289.0000,40.0000,42.0000
439.0000,311.0000,38.0000,40.0000
431.0000,333.0000,37.0000,39.0000
435.0000,359.0000,37.0000,38.0000
429.0000,387.0000,37.0000,39.0000
419.0000,382.0000,36.0000,38.0000
412.0000,369.0000,37.0000,39.0000
406.0000,357.0000,37.0000,39.0000
407.0000,348.0000,37.0000,39.0000
403.0000,347.0000,37.0000,39.0000
398.0000,347.0000,36.0000,38.0000
402.0000,343.0000,36.0000,38.0000
398.0000,348.0000,36.0000,38.0000
400.0000,354.0000,36.0000,38.0000
395.0000,365.0000,36.0000,38.0000
394.0000,379.0000,35.0000,37.0000
392.0000,396.0000,37.0000,38.0000
386.0000,417.0000,38.0000,40.0000
388.0000,439.0000,38.0000,40.0000
384.0000,462.0000,39.0000,41.0000
391.0000,444.0000,38.0000,40.0000
389.0000,427.0000,38.0000,40.0000
387.0000,412.0000,37.0000,39.0000
385.0000,399.0000,38.0000,40.0000
391.0000,386.0000,38.0000,40.0000
390.0000,377.0000,37.0000,39.0000
390.0000,374.0000,38.0000,40.0000
389.0000,368.0000,39.0000,41.0000
389.0000,370.0000,38.0000,40.0000
388.0000,375.0000,39.0000,41.0000
394.0000,381.0000,39.0000,41.0000
396.0000,394.0000,38.0000,40.0000
399.0000,406.0000,39.0000,41.0000
400.0000,422.0000,38.0000,40.0000
404.0000,443.0000,37.0000,39.0000
408.0000,460.0000,37.0000,38.0000
409.0000,438.0000,38.0000,40.0000
413.0000,413.0000,38.0000,40.0000
418.0000,394.0000,40.0000,42.0000
424.0000,377.0000,38.0000,40.0000
431.0000,361.0000,38.0000,40.0000
437.0000,344.0000,37.0000,38.0000
