1
97.0000,332.0000,114.0000,118.0000
99.0000,334.0000,116.0000,120.0000
102.0000,334.0000,117.0000,121.0000
127.0000,331.0000,116.0000,120.0000
79.0000,315.0000,113.0000,117.0000
89.0000,304.0000,109.0000,113.0000
64.0000,293.0000,108.0000,112.0000
94.0000,264.0000,107.0000,111.0000
90.0000,278.0000,105.0000,109.0000
104.0000,339.0000,107.0000,111.0000
105.0000,333.0000,108.0000,112.0000
112.0000,316.0000,110.0000,114.0000
102.0000,327.0000,110.0000,114.0000
111.0000,330.0000,111.0000,116.0000
2
0
0
0
0
1
164.0000,196.0000,112.0000,111.0000
135.0000,138.0000,115.0000,115.0000
115.0000,136.0000,119.0000,118.0000
183.0000,202.0000,115.0000,115.0000
176.0000,194.0000,114.0000,113.0000
184.0000,193.0000,114.0000,113.0000
181.0000,199.0000,116.0000,116.0000
175.0000,204.0000,119.0000,118.0000
177.0000,206.0000,116.0000,116.0000
184.0000,205.0000,117.0000,117.0000
181.0000,214.0000,119.0000,118.0000
189.0000,202.0000,117.0000,117.0000
194.0000,207.0000,120.0000,119.0000
192.0000,196.0000,120.0000,119.0000
141.0000,134.0000,117.0000,117.0000
138.0000,133.0000,115.0000,115.0000
147.0000,141.0000,116.0000,116.0000
143.0000,145.0000,117.0000,117.0000
152.0000,153.0000,120.0000,119.0000
197.0000,180.0000,123.0000,123.0000
199.0000,175.0000,127.0000,127.0000
204.0000,168.0000,123.0000,123.0000
206.0000,157.0000,126.0000,125.0000
212.0000,143.0000,127.0000,127.0000
217.0000,126.0000,128.0000,128.0000
166.0000,67.0000,132.0000,132.0000
183.0000,50.0000,128.0000,128.0000
193.0000,42.0000,132.0000,132.0000
227.0000,117.0000,135.0000,134.0000
185.0000,56.0000,135.0000,134.0000
207.0000,28.0000,136.0000,136.0000
201.0000,46.0000,139.0000,138.0000
250.0000,112.0000,142.0000,141.0000
272.0000,54.0000,141.0000,140.0000
235.0000,65.0000,139.0000,138.0000
235.0000,43.0000,139.0000,138.0000
258.0000,19.0000,141.0000,140.0000
204.0000,-50.0000,145.0000,144.0000
194.0000,-54.0000,145.0000,144.0000
205.0000,-64.0000,145.0000,144.0000
290.0000,2.0000,148.0000,147.0000
271.0000,-1.0000,145.0000,144.0000
302.0000,-4.0000,145.0000,144.0000
303.0000,0.0000,148.0000,147.0000
302.0000,12.0000,152.0000,151.0000
202.0000,-60.0000,151.0000,150.0000
204.0000,-61.0000,148.0000,147.0000
204.0000,-50.0000,145.0000,144.0000
197.0000,-48.0000,145.0000,144.0000
203.0000,-42.0000,141.0000,140.0000
201.0000,-39.0000,139.0000,138.0000
203.0000,-37.0000,141.0000,140.0000
206.0000,-39.0000,141.0000,140.0000
192.0000,-6.0000,138.0000,137.0000
197.0000,-30.0000,138.0000,137.0000
193.0000,-11.0000,134.0000,133.0000
193.0000,-15.0000,130.0000,129.0000
194.0000,-13.0000,131.0000,130.0000
194.0000,-18.0000,131.0000,130.0000
196.0000,-15.0000,131.0000,130.0000
201.0000,-6.0000,128.0000,128.0000
197.0000,-4.0000,127.0000,127.0000
202.0000,-6.0000,125.0000,124.0000
203.0000,-3.0000,121.0000,120.0000
206.0000,-3.0000,119.0000,118.0000
202.0000,-1.0000,122.0000,122.0000
206.0000,-7.0000,126.0000,125.0000
