1
761.0000,240.0000,909.0000,240.0000,909.0000,332.0000,761.0000,332.0000
761.0000,240.0000,909.0000,240.0000,909.0000,332.0000,761.0000,332.0000
763.0000,241.0000,910.0000,241.0000,910.0000,332.0000,763.0000,332.0000
766.0000,241.0000,914.0000,241.0000,914.0000,332.0000,766.0000,332.0000
768.0000,239.0000,917.0000,239.0000,917.0000,332.0000,768.0000,332.0000
776.0000,238.0000,926.0000,238.0000,926.0000,332.0000,776.0000,332.0000
777.0000,237.0000,930.0000,237.0000,930.0000,332.0000,777.0000,332.0000
779.0000,236.0000,931.0000,236.0000,931.0000,331.0000,779.0000,331.0000
781.0000,236.0000,933.0000,236.0000,933.0000,331.0000,781.0000,331.0000
786.0000,236.0000,937.0000,236.0000,937.0000,330.0000,786.0000,330.0000
759.0000,238.0000,910.0000,238.0000,910.0000,333.0000,759.0000,333.0000
763.0000,240.0000,913.0000,240.0000,913.0000,332.0000,763.0000,332.0000
765.0000,240.0000,914.0000,240.0000,914.0000,333.0000,765.0000,333.0000
765.0000,241.0000,911.0000,241.0000,911.0000,332.0000,765.0000,332.0000
767.0000,243.0000,912.0000,243.0000,912.0000,333.0000,767.0000,333.0000
769.0000,244.0000,913.0000,244.0000,913.0000,333.0000,769.0000,333.0000
775.0000,244.0000,915.0000,244.0000,915.0000,331.0000,775.0000,331.0000
812.0000,228.0000,952.0000,228.0000,952.0000,315.0000,812.0000,315.0000
811.0000,227.0000,952.0000,227.0000,952.0000,315.0000,811.0000,315.0000
814.0000,225.0000,953.0000,225.0000,953.0000,312.0000,814.0000,312.0000
821.0000,222.0000,960.0000,222.0000,960.0000,309.0000,821.0000,309.0000
818.0000,219.0000,960.0000,219.0000,960.0000,307.0000,818.0000,307.0000
824.0000,219.0000,964.0000,219.0000,964.0000,306.0000,824.0000,306.0000
826.0000,218.0000,966.0000,218.0000,966.0000,305.0000,826.0000,305.0000
826.0000,216.0000,963.0000,216.0000,963.0000,302.0000,826.0000,302.0000
836.0000,217.0000,971.0000,217.0000,971.0000,301.0000,836.0000,301.0000
833.0000,217.0000,967.0000,217.0000,967.0000,300.0000,833.0000,300.0000
839.0000,214.0000,972.0000,214.0000,972.0000,297.0000,839.0000,297.0000
835.0000,214.0000,967.0000,214.0000,967.0000,296.0000,835.0000,296.0000
846.0000,216.0000,976.0000,216.0000,976.0000,296.0000,846.0000,296.0000
847.0000,216.0000,975.0000,216.0000,975.0000,296.0000,847.0000,296.0000
856.0000,217.0000,982.0000,217.0000,982.0000,295.0000,856.0000,295.0000
857.0000,217.0000,980.0000,217.0000,980.0000,294.0000,857.0000,294.0000
864.0000,217.0000,988.0000,217.0000,988.0000,293.0000,864.0000,293.0000
862.0000,215.0000,986.0000,215.0000,986.0000,292.0000,862.0000,292.0000
871.0000,212.0000,995.0000,212.0000,995.0000,289.0000,871.0000,289.0000
867.0000,212.0000,991.0000,212.0000,991.0000,289.0000,867.0000,289.0000
871.0000,212.0000,996.0000,212.0000,996.0000,289.0000,871.0000,289.0000
873.0000,211.0000,996.0000,211.0000,996.0000,288.0000,873.0000,288.0000
874.0000,210.0000,998.0000,210.0000,998.0000,287.0000,874.0000,287.0000
877.0000,209.0000,1000.0000,209.0000,1000.0000,285.0000,877.0000,285.0000
880.0000,209.0000,1003.0000,209.0000,1003.0000,285.0000,880.0000,285.0000
882.0000,207.0000,1005.0000,207.0000,1005.0000,284.0000,882.0000,284.0000
884.0000,207.0000,1005.0000,207.0000,1005.0000,283.0000,884.0000,283.0000
885.0000,207.0000,1006.0000,207.0000,1006.0000,282.0000,885.0000,282.0000
888.0000,208.0000,1008.0000,208.0000,1008.0000,283.0000,888.0000,283.0000
893.0000,207.0000,1014.0000,207.0000,1014.0000,282.0000,893.0000,282.0000
897.0000,207.0000,1017.0000,207.0000,1017.0000,282.0000,897.0000,282.0000
903.0000,205.0000,1024.0000,205.0000,1024.0000,280.0000,903.0000,280.0000
904.0000,204.0000,1025.0000,204.0000,1025.0000,280.0000,904.0000,280.0000
909.0000,200.0000,1030.0000,200.0000,1030.0000,276.0000,909.0000,276.0000
911.0000,200.0000,1032.0000,200.0000,1032.0000,275.0000,911.0000,275.0000
911.0000,201.0000,1031.0000,201.0000,1031.0000,275.0000,911.0000,275.0000
913.0000,198.0000,1032.0000,198.0000,1032.0000,273.0000,913.0000,273.0000
914.0000,198.0000,1033.0000,198.0000,1033.0000,272.0000,914.0000,272.0000
908.0000,199.0000,1026.0000,199.0000,1026.0000,272.0000,908.0000,272.0000
914.0000,196.0000,1031.0000,196.0000,1031.0000,269.0000,914.0000,269.0000
912.0000,197.0000,1030.0000,197.0000,1030.0000,270.0000,912.0000,270.0000
918.0000,195.0000,1037.0000,195.0000,1037.0000,269.0000,918.0000,269.0000
914.0000,196.0000,1033.0000,196.0000,1033.0000,270.0000,914.0000,270.0000
924.0000,195.0000,1044.0000,195.0000,1044.0000,270.0000,924.0000,270.0000
918.0000,196.0000,1039.0000,196.0000,1039.0000,271.0000,918.0000,271.0000
917.0000,197.0000,1040.0000,197.0000,1040.0000,274.0000,917.0000,274.0000
919.0000,197.0000,1043.0000,197.0000,1043.0000,275.0000,919.0000,275.0000
918.0000,198.0000,1041.0000,198.0000,1041.0000,274.0000,918.0000,274.0000
915.0000,199.0000,1038.0000,199.0000,1038.0000,275.0000,915.0000,275.0000
924.0000,197.0000,1048.0000,197.0000,1048.0000,274.0000,924.0000,274.0000
923.0000,197.0000,1047.0000,197.0000,1047.0000,274.0000,923.0000,274.0000
923.0000,197.0000,1046.0000,197.0000,1046.0000,273.0000,923.0000,273.0000
923.0000,198.0000,1044.0000,198.0000,1044.0000,273.0000,923.0000,273.0000
916.0000,199.0000,1036.0000,199.0000,1036.0000,274.0000,916.0000,274.0000
921.0000,200.0000,1040.0000,200.0000,1040.0000,273.0000,921.0000,273.0000
