1
761.0000,240.0000,909.0000,240.0000,909.0000,332.0000,761.0000,332.0000
761.0000,240.0000,909.0000,240.0000,909.0000,332.0000,761.0000,332.0000
761.0000,240.0000,909.0000,240.0000,909.0000,332.0000,761.0000,332.0000
763.0000,241.0000,910.0000,241.0000,910.0000,332.0000,763.0000,332.0000
763.0000,241.0000,910.0000,241.0000,910.0000,332.0000,763.0000,332.0000
770.0000,239.0000,919.0000,239.0000,919.0000,332.0000,770.0000,332.0000
780.0000,237.0000,931.0000,237.0000,931.0000,331.0000,780.0000,331.0000
780.0000,237.0000,931.0000,237.0000,931.0000,331.0000,780.0000,331.0000
781.0000,236.0000,933.0000,236.0000,933.0000,331.0000,781.0000,331.0000
786.0000,235.0000,939.0000,235.0000,939.0000,330.0000,786.0000,330.0000
794.0000,231.0000,950.0000,231.0000,950.0000,328.0000,794.0000,328.0000
791.0000,229.0000,950.0000,229.0000,950.0000,328.0000,791.0000,328.0000
790.0000,232.0000,948.0000,232.0000,948.0000,330.0000,790.0000,330.0000
791.0000,231.0000,949.0000,231.0000,949.0000,329.0000,791.0000,329.0000
794.0000,229.0000,949.0000,229.0000,949.0000,325.0000,794.0000,325.0000
800.0000,226.0000,953.0000,226.0000,953.0000,322.0000,800.0000,322.0000
803.0000,225.0000,957.0000,225.0000,957.0000,321.0000,803.0000,321.0000
804.0000,226.0000,957.0000,226.0000,957.0000,321.0000,804.0000,321.0000
804.0000,224.0000,959.0000,224.0000,959.0000,321.0000,804.0000,321.0000
806.0000,223.0000,957.0000,223.0000,957.0000,317.0000,806.0000,317.0000
813.0000,219.0000,964.0000,219.0000,964.0000,313.0000,813.0000,313.0000
815.0000,219.0000,964.0000,219.0000,964.0000,312.0000,815.0000,312.0000
818.0000,217.0000,965.0000,217.0000,965.0000,309.0000,818.0000,309.0000
821.0000,217.0000,968.0000,217.0000,968.0000,308.0000,821.0000,308.0000
824.0000,216.0000,969.0000,216.0000,969.0000,306.0000,824.0000,306.0000
831.0000,215.0000,973.0000,215.0000,973.0000,304.0000,831.0000,304.0000
826.0000,216.0000,967.0000,216.0000,967.0000,304.0000,826.0000,304.0000
832.0000,215.0000,973.0000,215.0000,973.0000,303.0000,832.0000,303.0000
834.0000,213.0000,973.0000,213.0000,973.0000,299.0000,834.0000,299.0000
843.0000,214.0000,978.0000,214.0000,978.0000,299.0000,843.0000,299.0000
840.0000,214.0000,977.0000,214.0000,977.0000,300.0000,840.0000,300.0000
845.0000,216.0000,983.0000,216.0000,983.0000,301.0000,845.0000,301.0000
852.0000,215.0000,991.0000,215.0000,991.0000,302.0000,852.0000,302.0000
851.0000,215.0000,988.0000,215.0000,988.0000,300.0000,851.0000,300.0000
854.0000,213.0000,990.0000,213.0000,990.0000,298.0000,854.0000,298.0000
861.0000,210.0000,997.0000,210.0000,997.0000,294.0000,861.0000,294.0000
861.0000,210.0000,998.0000,210.0000,998.0000,296.0000,861.0000,296.0000
865.0000,211.0000,1000.0000,211.0000,1000.0000,295.0000,865.0000,295.0000
868.0000,210.0000,1002.0000,210.0000,1002.0000,293.0000,868.0000,293.0000
872.0000,209.0000,1004.0000,209.0000,1004.0000,292.0000,872.0000,292.0000
875.0000,207.0000,1008.0000,207.0000,1008.0000,290.0000,875.0000,290.0000
876.0000,206.0000,1009.0000,206.0000,1009.0000,289.0000,876.0000,289.0000
877.0000,207.0000,1011.0000,207.0000,1011.0000,290.0000,877.0000,290.0000
878.0000,205.0000,1011.0000,205.0000,1011.0000,287.0000,878.0000,287.0000
880.0000,205.0000,1012.0000,205.0000,1012.0000,287.0000,880.0000,287.0000
885.0000,206.0000,1017.0000,206.0000,1017.0000,288.0000,885.0000,288.0000
888.0000,207.0000,1020.0000,207.0000,1020.0000,289.0000,888.0000,289.0000
892.0000,203.0000,1025.0000,203.0000,1025.0000,286.0000,892.0000,286.0000
897.0000,203.0000,1030.0000,203.0000,1030.0000,286.0000,897.0000,286.0000
899.0000,202.0000,1031.0000,202.0000,1031.0000,284.0000,899.0000,284.0000
906.0000,198.0000,1040.0000,198.0000,1040.0000,280.0000,906.0000,280.0000
908.0000,196.0000,1042.0000,196.0000,1042.0000,280.0000,908.0000,280.0000
907.0000,196.0000,1042.0000,196.0000,1042.0000,280.0000,907.0000,280.0000
908.0000,195.0000,1042.0000,195.0000,1042.0000,278.0000,908.0000,278.0000
909.0000,194.0000,1043.0000,194.0000,1043.0000,276.0000,909.0000,276.0000
912.0000,191.0000,1047.0000,191.0000,1047.0000,274.0000,912.0000,274.0000
911.0000,191.0000,1045.0000,191.0000,1045.0000,274.0000,911.0000,274.0000
911.0000,193.0000,1044.0000,193.0000,1044.0000,276.0000,911.0000,276.0000
917.0000,189.0000,1050.0000,189.0000,1050.0000,272.0000,917.0000,272.0000
914.0000,193.0000,1047.0000,193.0000,1047.0000,275.0000,914.0000,275.0000
915.0000,192.0000,1047.0000,192.0000,1047.0000,275.0000,915.0000,275.0000
914.0000,193.0000,1048.0000,193.0000,1048.0000,275.0000,914.0000,275.0000
913.0000,193.0000,1046.0000,193.0000,1046.0000,275.0000,913.0000,275.0000
913.0000,193.0000,1045.0000,193.0000,1045.0000,275.0000,913.0000,275.0000
919.0000,193.0000,1053.0000,193.0000,1053.0000,276.0000,919.0000,276.0000
916.0000,195.0000,1050.0000,195.0000,1050.0000,278.0000,916.0000,278.0000
919.0000,193.0000,1054.0000,193.0000,1054.0000,276.0000,919.0000,276.0000
920.0000,193.0000,1054.0000,193.0000,1054.0000,277.0000,920.0000,277.0000
920.0000,195.0000,1053.0000,195.0000,1053.0000,278.0000,920.0000,278.0000
912.0000,196.0000,1043.0000,196.0000,1043.0000,278.0000,912.0000,278.0000
912.0000,196.0000,1043.0000,196.0000,1043.0000,278.0000,912.0000,278.0000
916.0000,197.0000,1045.0000,197.0000,1045.0000,277.0000,916.0000,277.0000
