1
665.0000,683.0000,705.0000,683.0000,705.0000,706.0000,665.0000,706.0000
664.0000,677.0000,705.0000,677.0000,705.0000,700.0000,664.0000,700.0000
663.0000,670.0000,705.0000,670.0000,705.0000,694.0000,663.0000,694.0000
663.0000,670.0000,705.0000,670.0000,705.0000,694.0000,663.0000,694.0000
662.0000,663.0000,706.0000,663.0000,706.0000,687.0000,662.0000,687.0000
662.0000,663.0000,706.0000,663.0000,706.0000,687.0000,662.0000,687.0000
669.0000,647.0000,712.0000,647.0000,712.0000,672.0000,669.0000,672.0000
675.0000,627.0000,718.0000,627.0000,718.0000,652.0000,675.0000,652.0000
679.0000,617.0000,722.0000,617.0000,722.0000,642.0000,679.0000,642.0000
683.0000,609.0000,726.0000,609.0000,726.0000,634.0000,683.0000,634.0000
688.0000,597.0000,731.0000,597.0000,731.0000,622.0000,688.0000,622.0000
691.0000,587.0000,734.0000,587.0000,734.0000,612.0000,691.0000,612.0000
696.0000,577.0000,737.0000,577.0000,737.0000,601.0000,696.0000,601.0000
698.0000,566.0000,739.0000,566.0000,739.0000,589.0000,698.0000,589.0000
705.0000,553.0000,746.0000,553.0000,746.0000,577.0000,705.0000,577.0000
709.0000,557.0000,750.0000,557.0000,750.0000,581.0000,709.0000,581.0000
698.0000,561.0000,739.0000,561.0000,739.0000,585.0000,698.0000,585.0000
703.0000,553.0000,744.0000,553.0000,744.0000,577.0000,703.0000,577.0000
703.0000,554.0000,745.0000,554.0000,745.0000,578.0000,703.0000,578.0000
714.0000,540.0000,756.0000,540.0000,756.0000,564.0000,714.0000,564.0000
719.0000,530.0000,761.0000,530.0000,761.0000,555.0000,719.0000,555.0000
725.0000,521.0000,768.0000,521.0000,768.0000,546.0000,725.0000,546.0000
728.0000,516.0000,772.0000,516.0000,772.0000,542.0000,728.0000,542.0000
727.0000,518.0000,773.0000,518.0000,773.0000,545.0000,727.0000,545.0000
728.0000,495.0000,772.0000,495.0000,772.0000,520.0000,728.0000,520.0000
732.0000,492.0000,777.0000,492.0000,777.0000,517.0000,732.0000,517.0000
736.0000,488.0000,781.0000,488.0000,781.0000,514.0000,736.0000,514.0000
736.0000,486.0000,780.0000,486.0000,780.0000,512.0000,736.0000,512.0000
751.0000,483.0000,796.0000,483.0000,796.0000,508.0000,751.0000,508.0000
756.0000,476.0000,799.0000,476.0000,799.0000,501.0000,756.0000,501.0000
748.0000,473.0000,791.0000,473.0000,791.0000,498.0000,748.0000,498.0000
757.0000,482.0000,801.0000,482.0000,801.0000,507.0000,757.0000,507.0000
763.0000,479.0000,807.0000,479.0000,807.0000,505.0000,763.0000,505.0000
776.0000,463.0000,821.0000,463.0000,821.0000,489.0000,776.0000,489.0000
784.0000,456.0000,829.0000,456.0000,829.0000,481.0000,784.0000,481.0000
793.0000,439.0000,838.0000,439.0000,838.0000,466.0000,793.0000,466.0000
803.0000,451.0000,850.0000,451.0000,850.0000,478.0000,803.0000,478.0000
802.0000,427.0000,850.0000,427.0000,850.0000,454.0000,802.0000,454.0000
806.0000,423.0000,854.0000,423.0000,854.0000,450.0000,806.0000,450.0000
810.0000,418.0000,857.0000,418.0000,857.0000,445.0000,810.0000,445.0000
810.0000,415.0000,856.0000,415.0000,856.0000,442.0000,810.0000,442.0000
810.0000,411.0000,856.0000,411.0000,856.0000,437.0000,810.0000,437.0000
