1
509.0000,200.0000,562.0000,200.0000,562.0000,228.0000,509.0000,228.0000
504.0000,199.0000,556.0000,199.0000,556.0000,228.0000,504.0000,228.0000
485.0000,203.0000,536.0000,203.0000,536.0000,230.0000,485.0000,230.0000
475.0000,203.0000,525.0000,203.0000,525.0000,230.0000,475.0000,230.0000
467.0000,205.0000,516.0000,205.0000,516.0000,232.0000,467.0000,232.0000
456.0000,205.0000,505.0000,205.0000,505.0000,231.0000,456.0000,231.0000
441.0000,205.0000,489.0000,205.0000,489.0000,231.0000,441.0000,231.0000
413.0000,194.0000,459.0000,194.0000,459.0000,219.0000,413.0000,219.0000
422.0000,200.0000,470.0000,200.0000,470.0000,225.0000,422.0000,225.0000
408.0000,204.0000,456.0000,204.0000,456.0000,230.0000,408.0000,230.0000
401.0000,221.0000,449.0000,221.0000,449.0000,247.0000,401.0000,247.0000
389.0000,220.0000,438.0000,220.0000,438.0000,245.0000,389.0000,245.0000
381.0000,210.0000,428.0000,210.0000,428.0000,236.0000,381.0000,236.0000
374.0000,203.0000,422.0000,203.0000,422.0000,229.0000,374.0000,229.0000
360.0000,198.0000,409.0000,198.0000,409.0000,225.0000,360.0000,225.0000
346.0000,199.0000,394.0000,199.0000,394.0000,225.0000,346.0000,225.0000
339.0000,194.0000,388.0000,194.0000,388.0000,220.0000,339.0000,220.0000
328.0000,176.0000,377.0000,176.0000,377.0000,203.0000,328.0000,203.0000
300.0000,176.0000,350.0000,176.0000,350.0000,203.0000,300.0000,203.0000
283.0000,188.0000,333.0000,188.0000,333.0000,215.0000,283.0000,215.0000
269.0000,175.0000,319.0000,175.0000,319.0000,202.0000,269.0000,202.0000
254.0000,201.0000,304.0000,201.0000,304.0000,228.0000,254.0000,228.0000
256.0000,204.0000,305.0000,204.0000,305.0000,230.0000,256.0000,230.0000
223.0000,218.0000,271.0000,218.0000,271.0000,244.0000,223.0000,244.0000
218.0000,233.0000,267.0000,233.0000,267.0000,259.0000,218.0000,259.0000
188.0000,258.0000,236.0000,258.0000,236.0000,284.0000,188.0000,284.0000
