1
760.0000,260.0000,123.0000,184.0000
762.0000,254.0000,126.0000,187.0000
767.0000,250.0000,123.0000,184.0000
765.0000,245.0000,127.0000,189.0000
766.0000,236.0000,128.0000,191.0000
783.0000,240.0000,128.0000,191.0000
788.0000,233.0000,124.0000,185.0000
814.0000,271.0000,127.0000,189.0000
817.0000,273.0000,128.0000,191.0000
822.0000,276.0000,131.0000,195.0000
822.0000,277.0000,132.0000,197.0000
828.0000,282.0000,132.0000,197.0000
830.0000,285.0000,131.0000,195.0000
830.0000,213.0000,127.0000,189.0000
835.0000,203.0000,126.0000,187.0000
853.0000,202.0000,128.0000,191.0000
849.0000,290.0000,124.0000,185.0000
846.0000,284.0000,127.0000,189.0000
850.0000,285.0000,126.0000,187.0000
845.0000,280.0000,127.0000,189.0000
845.0000,275.0000,123.0000,184.0000
872.0000,279.0000,126.0000,187.0000
871.0000,276.0000,129.0000,193.0000
850.0000,314.0000,132.0000,197.0000
871.0000,272.0000,136.0000,203.0000
867.0000,274.0000,135.0000,201.0000
861.0000,270.0000,136.0000,203.0000
853.0000,266.0000,140.0000,209.0000
849.0000,264.0000,143.0000,213.0000
845.0000,262.0000,147.0000,220.0000
853.0000,258.0000,147.0000,220.0000
849.0000,262.0000,152.0000,226.0000
839.0000,263.0000,147.0000,220.0000
838.0000,276.0000,150.0000,224.0000
826.0000,272.0000,152.0000,226.0000
812.0000,271.0000,155.0000,231.0000
789.0000,275.0000,155.0000,231.0000
781.0000,276.0000,156.0000,233.0000
818.0000,257.0000,161.0000,240.0000
807.0000,258.0000,166.0000,247.0000
799.0000,260.0000,168.0000,250.0000
743.0000,291.0000,163.0000,242.0000
724.0000,281.0000,166.0000,247.0000
725.0000,285.0000,164.0000,245.0000
706.0000,281.0000,166.0000,247.0000
689.0000,281.0000,166.0000,247.0000
734.0000,279.0000,171.0000,255.0000
739.0000,290.0000,168.0000,250.0000
723.0000,285.0000,168.0000,250.0000
724.0000,289.0000,166.0000,247.0000
711.0000,290.0000,166.0000,247.0000
668.0000,319.0000,161.0000,240.0000
662.0000,315.0000,166.0000,247.0000
649.0000,317.0000,168.0000,250.0000
630.0000,323.0000,166.0000,247.0000
588.0000,323.0000,171.0000,255.0000
581.0000,324.0000,169.0000,252.0000
625.0000,320.0000,164.0000,245.0000
616.0000,321.0000,159.0000,238.0000
609.0000,325.0000,155.0000,231.0000
610.0000,355.0000,150.0000,224.0000
647.0000,306.0000,149.0000,222.0000
634.0000,311.0000,147.0000,220.0000
627.0000,316.0000,149.0000,222.0000
620.0000,338.0000,144.0000,215.0000
606.0000,352.0000,140.0000,209.0000
606.0000,365.0000,136.0000,203.0000
628.0000,351.0000,132.0000,197.0000
556.0000,367.0000,133.0000,199.0000
617.0000,359.0000,136.0000,203.0000
555.0000,372.0000,136.0000,203.0000
543.0000,353.0000,139.0000,207.0000
540.0000,363.0000,136.0000,203.0000
551.0000,372.0000,135.0000,201.0000
549.0000,377.0000,139.0000,207.0000
